event_id,timestamp,src_ip,dst_ip,src_port,dst_port,service,tier,vantage,source_dataset,campaign_id,kill_chain_stage,attack_type,is_campaign_link,scenario,phase,event_count,predicted_attack_type,predicted_kill_chain_stage,dqn_predicted_cluster,baseline_predicted_cluster
LLS_DDOS_1.0_inside_p2_32,2000-03-07 10:17:10,172.16.112.194,202.77.162.213,,,dur/i,network,inside,darpa2000_lldos1.0,NONE,recon,recon,False,LLS_DDOS_1.0,2,1,recon,recon,3,0
LLS_DDOS_1.0_inside_p3_1,2000-03-07 10:33:10,202.77.162.213,172.16.115.20,60249.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_2,2000-03-07 10:33:10,202.77.162.213,172.16.115.20,60251.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_3,2000-03-07 10:33:12,202.77.162.213,172.16.115.20,60253.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_4,2000-03-07 10:33:12,202.77.162.213,172.16.115.20,60255.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_5,2000-03-07 10:33:14,202.77.162.213,172.16.115.20,46956.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_6,2000-03-07 10:33:18,202.77.162.213,172.16.115.20,60267.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_7,2000-03-07 10:33:18,202.77.162.213,172.16.115.20,60269.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_8,2000-03-07 10:33:20,202.77.162.213,172.16.115.20,60274.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_9,2000-03-07 10:33:20,202.77.162.213,172.16.115.20,60276.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_10,2000-03-07 10:33:22,202.77.162.213,172.16.115.20,46958.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_11,2000-03-07 10:33:27,202.77.162.213,172.16.115.20,60287.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_12,2000-03-07 10:33:27,202.77.162.213,172.16.115.20,60289.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_13,2000-03-07 10:33:29,202.77.162.213,172.16.115.20,60298.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_14,2000-03-07 10:33:29,202.77.162.213,172.16.115.20,60300.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_15,2000-03-07 10:33:31,202.77.162.213,172.16.115.20,46959.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,0,0
LLS_DDOS_1.0_inside_p3_16,2000-03-07 10:34:36,202.77.162.213,172.16.112.10,60517.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_17,2000-03-07 10:34:36,202.77.162.213,172.16.112.10,60519.0,32774.0,32774/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_18,2000-03-07 10:34:38,202.77.162.213,172.16.112.10,60522.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_19,2000-03-07 10:34:38,202.77.162.213,172.16.112.10,60524.0,32774.0,32774/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_20,2000-03-07 10:34:40,202.77.162.213,172.16.112.10,46986.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_21,2000-03-07 10:34:44,202.77.162.213,172.16.112.10,60540.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_22,2000-03-07 10:34:44,202.77.162.213,172.16.112.10,60542.0,32774.0,32774/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_23,2000-03-07 10:34:46,202.77.162.213,172.16.112.10,60547.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_24,2000-03-07 10:34:46,202.77.162.213,172.16.112.10,60549.0,32774.0,32774/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_25,2000-03-07 10:34:48,202.77.162.213,172.16.112.10,46987.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,4,0
LLS_DDOS_1.0_inside_p3_26,2000-03-07 10:34:48,202.77.162.213,172.16.112.50,60567.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_27,2000-03-07 10:34:48,202.77.162.213,172.16.112.50,60569.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_28,2000-03-07 10:34:51,202.77.162.213,172.16.112.50,60576.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_29,2000-03-07 10:34:51,202.77.162.213,172.16.112.50,60578.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_30,2000-03-07 10:34:53,202.77.162.213,172.16.112.50,46988.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_31,2000-03-07 10:34:57,202.77.162.213,172.16.112.50,60603.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_32,2000-03-07 10:34:57,202.77.162.213,172.16.112.50,60605.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_33,2000-03-07 10:34:59,202.77.162.213,172.16.112.50,60617.0,111.0,sunrpc/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_34,2000-03-07 10:34:59,202.77.162.213,172.16.112.50,60619.0,32773.0,32773/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p3_35,2000-03-07 10:35:01,202.77.162.213,172.16.112.50,47014.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,exploit,exploit,True,LLS_DDOS_1.0,3,1,exploit,exploit,1,0
LLS_DDOS_1.0_inside_p4_1,2000-03-07 10:50:01,202.77.162.213,172.16.115.20,47496.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,1,0
LLS_DDOS_1.0_inside_p4_2,2000-03-07 10:50:02,172.16.115.20,202.77.162.213,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_3,2000-03-07 10:50:02,172.16.115.20,202.77.162.213,1022.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_4,2000-03-07 10:50:03,172.16.115.20,202.77.162.213,1022.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_5,2000-03-07 10:50:04,172.16.115.20,202.77.162.213,1021.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_6,2000-03-07 10:50:06,202.77.162.213,172.16.115.20,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_7,2000-03-07 10:50:07,202.77.162.213,172.16.115.20,1022.0,1021.0,1021,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_8,2000-03-07 10:50:21,202.77.162.213,172.16.112.10,47502.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,1,0
LLS_DDOS_1.0_inside_p4_9,2000-03-07 10:50:21,202.77.162.213,172.16.115.20,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_inside_p4_10,2000-03-07 10:50:21,202.77.162.213,172.16.115.20,1022.0,1020.0,1020,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,4,0
LLS_DDOS_1.0_inside_p4_11,2000-03-07 10:50:21,172.16.115.20,255.255.255.255,33786.0,9325.0,9325/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,2,0
LLS_DDOS_1.0_inside_p4_12,2000-03-07 10:50:21,172.16.112.10,202.77.162.213,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,1
LLS_DDOS_1.0_inside_p4_13,2000-03-07 10:50:21,172.16.112.10,202.77.162.213,1022.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,1
LLS_DDOS_1.0_inside_p4_14,2000-03-07 10:50:37,202.77.162.213,172.16.112.50,47512.0,23.0,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,1,0
LLS_DDOS_1.0_inside_p4_15,2000-03-07 10:50:37,202.77.162.213,172.16.112.10,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_inside_p4_16,2000-03-07 10:50:37,172.16.112.10,202.77.162.213,1022.0,1022.0,1022,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,0,0
LLS_DDOS_1.0_inside_p4_17,2000-03-07 10:50:38,172.16.112.10,255.255.255.255,32826.0,9325.0,9325/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,2,1
LLS_DDOS_1.0_inside_p4_18,2000-03-07 10:50:38,172.16.112.50,202.77.162.213,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_inside_p4_19,2000-03-07 10:50:38,172.16.112.50,202.77.162.213,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_inside_p4_20,2000-03-07 10:50:53,202.77.162.213,172.16.112.50,1023.0,514.0,shell,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,3,0
LLS_DDOS_1.0_inside_p4_21,2000-03-07 10:50:53,172.16.112.50,202.77.162.213,1023.0,1022.0,1022,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,6,0
LLS_DDOS_1.0_inside_p4_22,2000-03-07 10:50:54,172.16.112.50,255.255.255.255,34459.0,9325.0,9325/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,install,backdoor_install,True,LLS_DDOS_1.0,4,1,backdoor_install,install,2,0
LLS_DDOS_1.0_inside_p5_agg_0,2000-03-07 11:26:15,202.77.162.213,MULTI(n=1),,,telnet,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,1,ddos,action,2,2
LLS_DDOS_1.0_inside_p5_agg_1,2000-03-07 11:27:04,202.77.162.213,MULTI(n=1),,,1020,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,1,ddos,action,3,2
LLS_DDOS_1.0_inside_p5_agg_2,2000-03-07 11:27:09,172.16.115.20,MULTI(n=1),,,9325/u,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,1,ddos,action,6,2
LLS_DDOS_1.0_inside_p5_agg_3,2000-03-07 11:27:51,MULTI(n=5459),131.84.1.31,,,29783,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,5460,ddos,action,1,3
LLS_DDOS_1.0_inside_p5_agg_4,2000-03-07 11:27:52,MULTI(n=6495),131.84.1.31,,,7184,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6495,ddos,action,4,3
LLS_DDOS_1.0_inside_p5_agg_5,2000-03-07 11:27:53,MULTI(n=6431),131.84.1.31,,,1015,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6431,ddos,action,7,3
LLS_DDOS_1.0_inside_p5_agg_6,2000-03-07 11:27:54,MULTI(n=6179),131.84.1.31,,,20215,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6179,ddos,action,8,3
LLS_DDOS_1.0_inside_p5_agg_7,2000-03-07 11:27:55,MULTI(n=6304),131.84.1.31,,,7009,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,6304,ddos,action,10,3
LLS_DDOS_1.0_inside_p5_agg_8,2000-03-07 11:27:56,MULTI(n=2882),131.84.1.31,,,12397,network,inside,darpa2000_lldos1.0,LLS_DDOS_1.0,action,ddos,True,LLS_DDOS_1.0,5,2882,ddos,action,13,3
LLS_DDOS_2.0.2_dmz_p1_1,2000-04-16 15:05:47,202.77.162.213,172.16.115.20,1334.0,53.0,domain/u,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,1,1,recon,recon,14,4
LLS_DDOS_2.0.2_dmz_p1_2,2000-04-16 15:05:47,202.77.162.213,172.16.115.20,1335.0,53.0,domain/u,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,1,1,recon,recon,14,4
LLS_DDOS_2.0.2_dmz_p2_1,2000-04-16 15:17:47,202.77.162.213,172.16.115.20,822.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_dmz_p2_2,2000-04-16 15:17:47,202.77.162.213,172.16.115.20,823.0,33895.0,33895/u,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_dmz_p2_3,2000-04-16 15:17:49,202.77.162.213,172.16.115.20,823.0,111.0,sunrpc/u,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_dmz_p2_4,2000-04-16 15:17:49,202.77.162.213,172.16.115.20,824.0,33911.0,33911/u,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_dmz_p3_1,2000-04-16 15:29:51,202.77.162.213,172.16.115.20,2299.0,21.0,ftp,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,exploit,exploit,True,LLS_DDOS_2.0.2,3,1,exploit,exploit,14,4
LLS_DDOS_2.0.2_dmz_p3_2,2000-04-16 15:29:51,202.77.162.213,172.16.115.20,2338.0,20.0,ftp-data,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,exploit,exploit,True,LLS_DDOS_2.0.2,3,1,exploit,exploit,14,4
LLS_DDOS_2.0.2_dmz_p4_1,2000-04-16 15:41:51,202.77.162.213,172.16.115.20,2400.0,23.0,telnet,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,14,4
LLS_DDOS_2.0.2_dmz_p5_1,2000-04-16 16:04:46,202.77.162.213,172.16.115.20,2401.0,23.0,telnet,network,dmz,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,action,ddos,True,LLS_DDOS_2.0.2,5,1,ddos,action,16,4
LLS_DDOS_2.0.2_inside_p1_1,2000-04-16 15:05:44,202.77.162.213,172.16.115.20,63517.0,53.0,domain/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,1,1,recon,recon,14,4
LLS_DDOS_2.0.2_inside_p1_2,2000-04-16 15:05:44,202.77.162.213,172.16.115.20,63518.0,53.0,domain/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,1,1,recon,recon,14,4
LLS_DDOS_2.0.2_inside_p2_1,2000-04-16 15:17:44,202.77.162.213,172.16.115.20,33894.0,111.0,sunrpc/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_inside_p2_2,2000-04-16 15:17:44,202.77.162.213,172.16.115.20,33896.0,32773.0,32773/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_inside_p2_3,2000-04-16 15:17:46,202.77.162.213,172.16.115.20,33910.0,111.0,sunrpc/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_inside_p2_4,2000-04-16 15:17:46,202.77.162.213,172.16.115.20,33912.0,32773.0,32773/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,recon,recon,True,LLS_DDOS_2.0.2,2,1,recon,recon,14,4
LLS_DDOS_2.0.2_inside_p3_1,2000-04-16 15:29:48,202.77.162.213,172.16.115.20,65267.0,21.0,ftp,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,exploit,exploit,True,LLS_DDOS_2.0.2,3,1,exploit,exploit,14,4
LLS_DDOS_2.0.2_inside_p3_2,2000-04-16 15:29:48,202.77.162.213,172.16.115.20,65268.0,20.0,ftp-data,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,exploit,exploit,True,LLS_DDOS_2.0.2,3,1,exploit,exploit,14,4
LLS_DDOS_2.0.2_inside_p4_1,2000-04-16 15:41:48,202.77.162.213,172.16.115.20,32650.0,23.0,telnet,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,14,4
LLS_DDOS_2.0.2_inside_p4_2,2000-04-16 15:42:51,172.16.115.20,172.16.112.50,33368.0,111.0,sunrpc/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_3,2000-04-16 15:42:51,172.16.115.20,172.16.112.50,33368.0,32773.0,32773/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_4,2000-04-16 15:42:52,172.16.115.20,172.16.112.50,33369.0,111.0,sunrpc/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_5,2000-04-16 15:42:52,172.16.115.20,172.16.112.50,33369.0,32773.0,32773/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_6,2000-04-16 15:44:53,172.16.115.20,172.16.112.50,32839.0,21.0,ftp,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_7,2000-04-16 15:44:53,172.16.115.20,172.16.112.50,32840.0,20.0,ftp-data,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_8,2000-04-16 15:44:53,172.16.115.20,172.16.112.50,32841.0,23.0,telnet,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,15,4
LLS_DDOS_2.0.2_inside_p4_9,2000-04-16 15:44:55,172.16.112.50,172.16.115.20,33345.0,9325.0,9325/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,install,backdoor_install,True,LLS_DDOS_2.0.2,4,1,backdoor_install,install,16,4
LLS_DDOS_2.0.2_inside_p5_1,2000-04-16 16:04:43,202.77.162.213,172.16.115.20,34888.0,23.0,telnet,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,action,ddos,True,LLS_DDOS_2.0.2,5,1,ddos,action,16,4
LLS_DDOS_2.0.2_inside_p5_2,2000-04-16 16:05:09,172.16.115.20,172.16.112.50,32844.0,23.0,telnet,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,action,ddos,True,LLS_DDOS_2.0.2,5,1,ddos,action,16,4
LLS_DDOS_2.0.2_inside_p5_3,2000-04-16 16:05:36,172.16.112.50,172.16.115.20,33370.0,9325.0,9325/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,action,ddos,True,LLS_DDOS_2.0.2,5,1,ddos,action,15,4
LLS_DDOS_2.0.2_inside_p5_4,2000-04-16 16:06:15,172.16.115.20,172.16.112.50,33387.0,7983.0,7983/u,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,action,ddos,True,LLS_DDOS_2.0.2,5,1,ddos,action,16,4
LLS_DDOS_2.0.2_inside_p5_5,2000-04-16 16:06:15,172.16.112.50,172.16.115.20,,,dur/i,network,inside,darpa2000_lldos2.0.2,LLS_DDOS_2.0.2,action,ddos,True,LLS_DDOS_2.0.2,5,1,ddos,action,15,4
